id,year,month,day,hour,locationName,latitude,longitude,eqMagnitude,eqDepth,damageAmountOrder,damageMillionsDollars,publish,housesDestroyedAmountOrderTotal,country,deathsAmountOrder,injuriesAmountOrderTotal,intensity
5066,1985,4.0,24.0,1.0,"PHILIPPINES:  LUZON:  BENGUET PROVINCE,  BAGUIO",16.498,120.815,6.1,33.0,2.0,,True,,PHILIPPINES,1.0,1.0,7.0
10585,2021,10.0,15.0,20.0,"INDONESIA:  BALI: KARANGASEM, BANGLI",-8.356,115.458,5.1,10.0,3.0,,True,3.0,INDONESIA,1.0,2.0,8.0
10233,1996,9.0,5.0,23.0,TAIWAN REGION,21.898,121.498,6.8,20.0,,,True,,TAIWAN,,,
10420,2019,6.0,1.0,4.0,ALBANIA:  KORCE,40.501,20.722,5.2,10.0,2.0,,True,,ALBANIA,,1.0,
9513,2010,5.0,6.0,2.0,PERU:  TACNA,-18.058,-70.547,6.2,37.0,2.0,,True,,PERU,,1.0,
5339,1992,10.0,12.0,13.0,EGYPT:  CAIRO,29.778,31.144,5.3,22.0,4.0,1200.0,True,4.0,EGYPT,3.0,4.0,
5242,1990,5.0,31.0,0.0,"ROMANIA:  KISHINEV, CIS",45.811,26.769,6.1,88.0,1.0,,True,,ROMANIA,,,5.0
10312,2018,3.0,4.0,19.0,PAPUA NEW GUINEA:  S HIGHLANDS,-6.331,142.599,6.0,10.0,,,True,,PAPUA NEW GUINEA,1.0,,
3577,1936,7.0,3.0,21.0,SOUTH KOREA,35.2,127.6,5.0,,1.0,,True,1.0,SOUTH KOREA,,,
3578,1936,8.0,1.0,6.0,CHINA:  GANSU PROVINCE,34.2,105.7,6.0,,3.0,,True,4.0,CHINA,3.0,1.0,8.0
3422,1930,8.0,24.0,10.0,CHINA:  SICHUAN PROVINCE,30.0,100.0,5.5,,1.0,,True,,CHINA,3.0,,
8279,2009,2.0,20.0,10.0,CHINA:  XINJIANG PROVINCE,40.657,78.692,5.5,17.0,3.0,,True,3.0,CHINA,,,
5093,1986,4.0,26.0,7.0,"INDIA:  KASHMIR:  DHARMSALA,  LAHORE, PAKISTAN",32.128,76.374,5.3,33.0,3.0,,True,,INDIA,1.0,1.0,
3033,1915,6.0,23.0,4.0,CALIFORNIA:  EL CENTRO,32.8,-115.5,6.2,,1.0,0.9,True,,USA,1.0,3.0,
4915,1981,2.0,24.0,20.0,GREECE:  ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,6.7,33.0,4.0,812.0,True,4.0,GREECE,1.0,3.0,8.0
4526,1970,4.0,7.0,5.0,PHILIPPINES:  LUZON,15.78,121.71,7.3,40.0,2.0,,True,,PHILIPPINES,1.0,3.0,6.0
7058,1811,12.0,16.0,13.0,ARKANSAS: NORTHEAST (NEW MADRID EARTHQUAKES),35.6,-90.4,7.0,,,,True,,USA,,,10.0
6473,1988,2.0,5.0,14.0,CHILE:  TALTAL,-24.753,-70.433,6.7,37.0,1.0,,True,,CHILE,,,
2676,1904,6.0,7.0,8.0,JAPAN:  SEA OF JAPAN,40.0,134.0,7.9,350.0,,,True,,JAPAN,,,
1463,1783,3.0,1.0,1.0,ITALY:  TYRRHENIAN CALABRIA,38.767,16.3,5.9,,3.0,,True,3.0,ITALY,,,9.0
3504,1932,11.0,2.0,,PACIFIC OCEAN:  N,-32.0,-131.5,7.5,,,,True,,PACIFIC OCEAN,,,
542,1350,,,,"GEORGIA:  CHEGEM GORGE, CHREBALO",43.0,43.0,6.5,20.0,3.0,,True,,GEORGIA,,,9.0
3475,1931,9.0,21.0,2.0,JAPAN:  HONSHU,36.1,139.2,7.0,20.0,2.0,,True,,JAPAN,1.0,,
10160,2015,10.0,17.0,11.0,ARGENTINA:  GALPON,-25.442,-64.632,5.8,33.0,1.0,,True,1.0,ARGENTINA,1.0,1.0,7.0
10574,1981,7.0,23.0,0.0,IRAN:  URUMIYEH,37.141,45.23,5.8,33.0,2.0,,True,,IRAN,1.0,,7.0
8108,1897,3.0,19.0,,TAIWAN:  YILAN,24.7,121.8,6.0,,1.0,,True,1.0,TAIWAN,2.0,2.0,8.0
10537,2021,3.0,18.0,0.0,ALGERIA: BEJAIA,36.915,5.199,6.0,8.0,1.0,,True,,ALGERIA,,1.0,8.0
1546,1799,,,,UZBEKISTAN:  UZGUT,39.4,67.2,6.0,10.0,3.0,,True,,UZBEKISTAN,,,9.0
10218,2016,12.0,8.0,17.0,SOLOMON ISLANDS,-10.681,161.327,7.8,40.0,1.0,,True,3.0,SOLOMON ISLANDS,1.0,,8.0
2402,1890,7.0,11.0,7.0,"IRAN:  TASH, ASTRABAD (GORGAN), BASTAM, SHAKHRUD",36.6,54.6,7.2,10.0,3.0,,True,3.0,IRAN,3.0,,10.0
5286,1991,4.0,29.0,9.0,"GEORGIA:  DZHAVA, CHIATURA, AMBROLAURI",42.453,43.673,7.0,17.0,4.0,1700.0,True,4.0,GEORGIA,3.0,,9.0
234,858,1.0,,,TURKEY; ARMENIA:  DVINA,40.0,44.6,5.2,10.0,3.0,,True,,TURKEY,4.0,,
8084,1966,4.0,20.0,14.0,CHINA:  HEBEI PROVINCE,37.25,114.78,5.3,,1.0,,True,1.0,CHINA,,,
3297,1926,10.0,26.0,3.0,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-3.5,138.5,7.9,,,,True,,INDONESIA,,,
10301,2018,1.0,31.0,7.0,AFGHANISTAN; PAKISTAN:  BALUCHISTAN,36.526,70.851,6.2,194.0,,,True,,AFGHANISTAN,1.0,1.0,6.0
9982,1649,1.0,,,ITALY:  MESSINA,38.183,15.55,5.0,,1.0,,True,,ITALY,,,8.0
5540,1999,10.0,31.0,13.0,"PERU:  CHUSCHI, CANGALLo, HUANCAPI",-13.64,-74.43,4.4,62.0,3.0,,True,3.0,PERU,,1.0,
4473,1969,1.0,19.0,7.0,JAPAN:  HOKKAIDO,45.0,143.2,7.6,204.0,,,True,,JAPAN,,,
930,1634,12.0,,,CHINA:  GANSU PROVINCE:  LINGTAI,35.1,107.6,5.5,,1.0,,True,,CHINA,,3.0,7.0
7774,1940,1.0,15.0,13.0,ITALY,38.1,13.5,4.8,15.0,,,True,,ITALY,,,8.0
8086,1966,9.0,28.0,14.0,CHINA:   YUNNAN PROVINCE,27.5,100.1,6.4,,3.0,,True,3.0,CHINA,,,9.0
1629,1818,3.0,31.0,,MEXICO,19.1,-103.6,7.5,,,,True,,MEXICO,,,
9846,2011,10.0,21.0,17.0,KERMADEC ISLANDS,-28.993,-176.238,7.4,33.0,,,True,,KERMADEC ISLANDS (NEW ZEALAND),,,
2332,1883,10.0,16.0,21.0,"IRAN:  KANGAN,TAHERI (TAHIRI)",27.5,52.3,5.8,,2.0,,True,,IRAN,,,7.0
4051,1954,8.0,20.0,15.0,"IRAN:  TONBAK,KANGAN,SABAKHI,AKHTAR",27.5,52.0,5.0,,3.0,,True,,IRAN,1.0,,
2602,1901,12.0,18.0,3.0,"TURKEY:  AYVALIK, MOSKO IS; GREECE:  KHIOS",39.4,26.7,5.9,,2.0,,True,,TURKEY,,,8.0
7994,1911,1.0,26.0,,CHINA:  HEBEI PROVINCE,39.8,114.5,5.5,,2.0,,True,3.0,CHINA,1.0,1.0,7.0
5437,1996,3.0,28.0,23.0,"ECUADOR:  COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO",-1.036,-78.737,5.9,33.0,3.0,7.0,True,3.0,ECUADOR,1.0,2.0,6.0
8201,1884,7.0,20.0,9.0,"ERITREA:  MASSAWA, MUNCULLO",15.7,39.6,6.2,,2.0,,True,3.0,ERITREA,,,
5055,1985,2.0,2.0,20.0,"IRAN:  S, FIRUZABAD-JAHROM",28.399,52.997,5.3,37.0,2.0,,True,4.0,IRAN,1.0,2.0,
9763,2011,1.0,18.0,20.0,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",28.777,63.951,7.2,68.0,2.0,,True,,PAKISTAN,1.0,2.0,
3389,1929,3.0,7.0,1.0,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,51.0,-170.0,7.8,50.0,,,True,,USA,,,5.0
2383,1888,6.0,13.0,,CHINA:  BOHAI GULF,38.5,119.0,7.5,,3.0,,True,3.0,CHINA,1.0,,
2608,1902,1.0,16.0,,MEXICO:  GUERRERO,17.6,-99.7,7.0,,2.0,,True,,MEXICO,1.0,1.0,
10513,2001,2.0,19.0,15.0,LAOS;  VIETNAM: DIENBIEN PHU,21.396,102.715,4.9,10.0,3.0,,True,,LAOS,,1.0,8.0
5685,2003,2.0,13.0,17.0,CHINA:  N. XINJIANG:  URUMQI,43.897,85.923,5.3,24.0,1.0,,True,,CHINA,,,
10172,2016,1.0,24.0,10.0,ALASKA:  KENAI,59.658,-153.452,7.1,126.0,1.0,,True,1.0,USA,,,6.0
2624,1902,7.0,9.0,3.0,"IRAN:  QESHM ISLAND:  QESHM,BANDAR ABBAS,GENU",27.1,56.3,6.3,,2.0,,True,,IRAN,1.0,,8.0
2895,1909,12.0,9.0,23.0,SOLOMON ISLANDS,-10.0,165.0,7.7,,,,True,,SOLOMON ISLANDS,,,
3921,1949,8.0,22.0,4.0,CANADA:  QUEEN CHARLOTTE ISLANDS,53.62,-133.27,8.1,25.0,,,True,,CANADA,,,
514,1314,10.0,5.0,,CHINA:  HEBEI:  SHEXIAN,36.5,113.8,6.0,,2.0,,True,2.0,CHINA,3.0,,8.0
5974,1661,1.0,8.0,,TAIWAN:  TAINAN,23.0,120.2,6.0,,1.0,,True,1.0,TAIWAN,3.0,,8.0
2381,1888,1.0,10.0,12.0,TRINIDAD; GRENADA:  ST GEORGE'S,10.3,-61.1,7.5,,2.0,,True,,TRINIDAD AND TOBAGO,1.0,,8.0
6363,1950,11.0,8.0,2.0,SOLOMON ISLANDS:  SOLOMON SEA,-10.0,159.5,7.3,33.0,,,True,,SOLOMON ISLANDS,,,
9878,2012,3.0,14.0,9.0,JAPAN:  HOKKAIDO,40.887,144.944,6.9,12.0,,,True,,JAPAN,,,
3483,1932,1.0,20.0,2.0,PERU,-12.0,-77.5,6.8,100.0,,,True,,PERU,,,9.0
4659,1974,6.0,12.0,16.0,VENEZUELA,10.56,-63.38,6.1,34.0,2.0,2.5,True,,VENEZUELA,1.0,1.0,7.0
5516,1999,2.0,11.0,14.0,"AFGHANISTAN:  LOWGAR, VARDAK, KABUL",34.259,69.364,6.0,33.0,3.0,,True,4.0,AFGHANISTAN,2.0,3.0,
2815,1907,8.0,16.0,13.0,ALBANIA,41.1,20.1,6.2,13.0,,,True,,ALBANIA,,,10.0
2357,1886,8.0,27.0,21.0,"GREECE:  TRIPHYLIE (PELEPONESE), PHILIATRA",37.1,21.5,7.5,,3.0,,True,4.0,GREECE,3.0,3.0,10.0
10284,2017,7.0,18.0,2.0,PERU:  AREQUIPA,-16.416,-73.636,6.4,44.0,,,True,,PERU,1.0,1.0,
3232,1923,9.0,17.0,7.0,IRAN:  QALEH JAQ KMEN:  BODZHNURD,37.2,57.7,6.4,,3.0,,True,,IRAN,3.0,,9.0
7222,2006,1.0,8.0,11.0,GREECE:  SOUTHERN,36.311,23.212,6.7,66.0,1.0,,True,1.0,GREECE,,1.0,
3338,1927,11.0,24.0,,CHINA:  YUNNAN PROVINCE:  FUMIN,25.2,102.5,5.5,,2.0,,True,3.0,CHINA,3.0,,7.0
5587,2001,1.0,13.0,17.0,EL SALVADOR; GUATEMALA,13.049,-88.66,7.7,60.0,4.0,753.0,True,4.0,EL SALVADOR,3.0,4.0,8.0
4967,1983,3.0,25.0,11.0,"IRAN:  TEHRAN, DAMAVOND, AMOI",35.953,52.264,4.9,33.0,2.0,5.0,True,,IRAN,1.0,2.0,6.0
1455,1783,2.0,5.0,12.0,ITALY:  TYRRHENIAN CALABRIA,38.3,15.967,6.9,13.0,4.0,,True,4.0,ITALY,4.0,,11.0
5375,1994,1.0,21.0,2.0,INDONESIA:  KAU,1.015,127.733,7.0,20.0,2.0,,True,,INDONESIA,1.0,3.0,
4579,1971,8.0,9.0,2.0,IRAN:  BABOL-KENAR,36.3,52.7,5.3,27.0,2.0,,True,,IRAN,1.0,,
9977,2013,4.0,19.0,3.0,RUSSIA:  KURIL ISLANDS,46.221,150.788,7.2,110.0,,,True,,RUSSIA,,,
10440,2011,5.0,10.0,8.0,NEW CALEDONIA:  LOYALTY ISLANDS,-20.244,168.226,6.8,11.0,,,True,,NEW CALEDONIA,,,2.0
4547,1970,9.0,30.0,9.0,"PHILIPPINES:  BATAN ISLANDS:  BASCO, SABTANG",20.6,122.0,5.3,33.0,2.0,,True,3.0,PHILIPPINES,,,7.0
5095,1986,5.0,7.0,22.0,ALASKA:  ALEUTIAN ISLANDS:  ADAK,51.52,-174.776,8.0,19.0,2.0,,True,,USA,,,6.0
407,1151,,,,SYRIA:  BUSRA,32.6,36.7,6.2,,3.0,,True,,SYRIA,,,9.0
6492,1995,4.0,21.0,0.0,PHILIPPINES:  SAMAR,12.059,125.58,7.2,21.0,,,True,,PHILIPPINES,,,
4772,1977,4.0,6.0,13.0,"IRAN:  NAGHAN,ARDAL,JAGHDAN,DASTGERD,KORDAN,SARMUR",31.845,50.711,6.0,41.0,3.0,,True,4.0,IRAN,3.0,3.0,8.0
4538,1970,6.0,11.0,16.0,AUSTRALIA:  MACQUARIE ISLAND,-59.1,157.8,7.6,33.0,,,True,,AUSTRALIA,,,
10245,2017,4.0,28.0,20.0,PHILIPPINES: SARANGANI,5.504,125.066,6.9,26.0,1.0,,True,1.0,PHILIPPINES,,1.0,9.0
192,793,4.0,30.0,,ITALY:  VERONA,45.5,11.0,6.0,,3.0,,True,,ITALY,3.0,,9.0
10103,2014,8.0,1.0,4.0,ALGERIA:  ALGIERS,36.856,3.181,5.5,10.0,,,True,,ALGERIA,1.0,3.0,7.0
4448,1968,8.0,1.0,20.0,PHILIPPINES:  LUZON:  MANILA,16.5,122.2,7.3,36.0,3.0,8.0,True,1.0,PHILIPPINES,3.0,3.0,
4281,1962,11.0,6.0,0.0,"IRAN:  GAHKOM,GOLRUIYEH,PATKUIYEH,LAIGAZAN,GANJ",28.1,55.6,5.5,40.0,2.0,,True,,IRAN,,,
10088,2014,4.0,18.0,14.0,MEXICO:  GUERRERO; MEXICO CITY,17.397,-100.972,7.2,24.0,1.0,,True,,MEXICO,,,8.0
4676,1975,1.0,15.0,9.0,INDONESIA:  MALUKU:  BANDANAIRA,-5.0,130.0,5.9,,2.0,,True,2.0,INDONESIA,,,7.0
8409,2009,9.0,30.0,10.0,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867,7.5,81.0,4.0,2200.0,True,3.0,INDONESIA,4.0,4.0,
6978,1862,5.0,27.0,,CALIFORNIA:  SAN DIEGO,32.7,-117.2,5.9,,,,True,,USA,,,7.0
4092,1956,2.0,20.0,20.0,TURKEY:  ESKISEHIR,40.0,30.5,5.8,,2.0,,True,,TURKEY,1.0,,8.0
2478,1895,8.0,30.0,,CHINA: GUANGDONG PROVINCE,23.5,116.5,6.0,,2.0,,True,3.0,CHINA,2.0,1.0,8.0
7982,1834,,,,CHINA:  TIBET (XIZANG PROVINCE),28.6,87.1,6.0,,,,True,1.0,CHINA,3.0,,8.0
6488,1994,9.0,1.0,15.0,CALIFORNIA:  NORTH:  HONEYDEW,40.402,-125.68,7.0,10.0,1.0,,True,,USA,,,6.0
4637,1973,4.0,26.0,20.0,HAWAII: HILO,19.936,-155.098,6.5,48.0,3.0,5.75,True,,USA,,1.0,8.0
6259,1913,2.0,22.0,2.0,TASMAN SEA,-41.8,171.5,6.8,33.0,1.0,,True,1.0,NEW ZEALAND,,,8.0
6571,1892,11.0,18.0,,INDONESIA: SERAM ISLAND,-3.0,127.75,7.0,70.0,,,True,,INDONESIA,,,
2726,1905,7.0,23.0,2.0,MONGOLIA,49.292,96.843,8.3,15.0,,,True,,MONGOLIA,,,
5682,2003,2.0,24.0,2.0,CHINA:  S. XINJIANG:  BACHU,39.61,77.23,6.3,11.0,4.0,,True,4.0,CHINA,3.0,4.0,
5569,2000,7.0,6.0,19.0,NICARAGUA:  MASAYA,11.884,-85.988,5.4,33.0,3.0,,True,3.0,NICARAGUA,1.0,1.0,
10118,2014,9.0,28.0,2.0,PERU:  PARURO PROVINCE,-13.843,-71.695,4.9,10.0,1.0,,True,3.0,PERU,1.0,1.0,7.0
3546,1935,4.0,20.0,22.0,TAIWAN:  MIALOI,24.3,120.8,6.0,,4.0,,True,4.0,TAIWAN,4.0,4.0,8.0
10559,2021,7.0,29.0,6.0,ALASKA PENINSULA,55.325,-157.841,8.2,32.0,,,True,,USA,,,8.0
8013,1939,9.0,19.0,,CHINA:  YUNNAN PROVINCE,24.4,102.5,5.5,,1.0,,True,1.0,CHINA,1.0,,7.0
4359,1966,3.0,7.0,21.0,CHINA:  HEBEI PROVINCE,37.35,114.92,7.4,8.0,4.0,,True,4.0,CHINA,3.0,,9.0
4316,1964,4.0,13.0,8.0,BALKANS NW:  CROATIA,45.3,18.1,6.0,32.0,3.0,,True,,CROATIA,1.0,,8.0
5213,1989,10.0,18.0,0.0,CALIFORNIA:  LOMA PRIETA,37.036,-121.883,6.9,19.0,4.0,5600.0,True,3.0,USA,2.0,4.0,9.0
8103,1881,9.0,25.0,,TAIWAN,25.0,121.5,5.5,,2.0,,True,3.0,TAIWAN,1.0,,7.0
7952,1631,8.0,14.0,,CHINA:  HUNAN PROVINCE,29.3,111.7,6.5,,4.0,,True,4.0,CHINA,4.0,,8.0
1662,1822,6.0,18.0,,CHINA:  GANSU PROVINCE,33.0,104.6,5.5,,1.0,,True,2.0,CHINA,1.0,1.0,7.0
10415,2019,6.0,15.0,22.0,"KERMADEC ISLANDS:  S OF, RAOUL",-30.805,-178.095,7.2,34.0,,,True,,NEW ZEALAND,,,
1379,1766,5.0,22.0,5.0,TURKEY,40.8,29.0,6.5,,2.0,,True,,TURKEY,,,10.0
4114,1957,3.0,8.0,12.0,GREECE:  STEPHANOVIKION-VELESTNON (MAGNESIA),39.4,22.8,7.0,,2.0,,True,,GREECE,1.0,3.0,10.0
2195,1872,3.0,26.0,10.0,CALIFORNIA:  OWENS VALLEY,36.7,-118.1,7.8,,1.0,0.25,True,2.0,USA,1.0,2.0,10.0
3684,1941,9.0,10.0,21.0,"TURKEY:  VAN, ERCIS",39.196,43.444,6.0,15.0,,,True,,TURKEY,3.0,,8.0
5085,1985,11.0,17.0,9.0,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  MANOKWARI,-1.639,134.911,7.1,10.0,1.0,,True,,INDONESIA,,,8.0
3025,1915,1.0,13.0,6.0,"ITALY:  MARSICA, AVEZZANO, ABRUZZI",42.0,13.5,7.5,10.0,4.0,60.0,True,,ITALY,4.0,,11.0
10201,2016,10.0,26.0,19.0,"ITALY:  VISSO, USSITA",42.956,13.067,6.1,10.0,4.0,,True,,ITALY,1.0,1.0,7.0
5658,2002,10.0,24.0,6.0,"CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI",-1.884,29.004,6.2,11.0,1.0,,True,2.0,CONGO,1.0,,
4971,1983,4.0,2.0,0.0,TURKMENISTAN:  KUM-DAG,39.042,48.714,4.6,33.0,2.0,5.0,True,,TURKMENISTAN,,,5.0
3007,1914,5.0,28.0,11.0,TURKEY:  GEMEREK,39.2,36.0,5.6,,2.0,,True,,TURKEY,,,7.0
2808,1907,5.0,4.0,6.0,PAPUA NEW GUINEA:  NEW BRITAIN,-7.5,153.7,7.7,60.0,,,True,,PAPUA NEW GUINEA,,,
308,1001,,,,ITALY:  VERONA,45.3,11.0,6.0,,2.0,,True,,ITALY,3.0,,
6252,1908,9.0,21.0,6.0,HAWAII,19.0,-155.0,6.8,33.0,,,True,,USA,,,
6055,1843,2.0,7.0,,INDONESIA:  JAVA:  GENTENG ISLAND,-7.2,114.0,6.0,,,,True,,INDONESIA,,,
4729,1976,6.0,25.0,19.0,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-4.603,140.091,7.1,33.0,3.0,,True,,INDONESIA,4.0,,
3696,1942,2.0,1.0,17.0,CHINA:  YUNNAN PROVINCE:  SIMAO,23.1,100.3,6.8,,4.0,,True,4.0,CHINA,2.0,4.0,8.0
5050,1984,10.0,18.0,9.0,"TURKEY:  E, SENKAYA",40.545,42.403,5.3,60.0,3.0,,True,4.0,TURKEY,1.0,1.0,
